sample	prog	time_h
G28535.OVTOKO.1	TRINITY_FUSION_C_hg19	41.78
G28535.OVTOKO.1	TRINITY_FUSION_hg19_Apr092019	51.63
G28535.OVTOKO.1	TRINITY_FUSION_D_hg19	83.04
G28535.OVTOKO.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.04
G28545.NUGC-2.1	TOPHAT_FUSION	29.69
G28545.NUGC-2.1	SOAP_FUSE	23.82
G28545.NUGC-2.1	CHIMERASCAN	27.29
G28545.NUGC-2.1	PRADA	11.59
G28545.NUGC-2.1	DEFUSE	22.24
G28545.NUGC-2.1	ERICSCRIPT	7.64
G28545.NUGC-2.1	FUSION_CATCHER_V0994e	4.85
G28545.NUGC-2.1	MAPSPLICE	36.22
G28545.NUGC-2.1	FUSIONHUNTER	8.79
G28545.NUGC-2.1	NFUSE	6.64
G28545.NUGC-2.1	JAFFA_ASSEMBLY	31.94
G28545.NUGC-2.1	JAFFA_HYBRID	85.08
G28545.NUGC-2.1	JAFFA_DIRECT	24.02
G28545.NUGC-2.1	INFUSION_CF3	50.54
G28545.NUGC-2.1	CHIMPIPE	21.55
G28545.NUGC-2.1	ARRIBA	0.96
G28545.NUGC-2.1	PIZZLY	0.48
G28545.NUGC-2.1	STAR_FUSION_v1.5_hg19_Apr042019	2.74
G28545.NUGC-2.1	STARCHIP	0.86
G28545.NUGC-2.1	STARSEQR	1.95
G28545.NUGC-2.1	TRINITY_FUSION_C_hg19	46.37
G28545.NUGC-2.1	TRINITY_FUSION_hg19_Apr092019	80.25
G28545.NUGC-2.1	TRINITY_FUSION_D_hg19	72.61
G28545.NUGC-2.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.04
G28575.OUMS-23.1	TOPHAT_FUSION	29.97
G28575.OUMS-23.1	SOAP_FUSE	18.64
G28575.OUMS-23.1	CHIMERASCAN	23.81
G28575.OUMS-23.1	PRADA	16.07
G28575.OUMS-23.1	DEFUSE	15.04
G28575.OUMS-23.1	ERICSCRIPT	7.34
G28575.OUMS-23.1	FUSION_CATCHER_V0994e	4.93
G28575.OUMS-23.1	MAPSPLICE	43.65
G28575.OUMS-23.1	FUSIONHUNTER	10.02
G28575.OUMS-23.1	NFUSE	6.60
G28575.OUMS-23.1	JAFFA_ASSEMBLY	33.16
G28575.OUMS-23.1	JAFFA_HYBRID	70.08
G28575.OUMS-23.1	JAFFA_DIRECT	17.05
G28575.OUMS-23.1	INFUSION_CF3	58.66
G28575.OUMS-23.1	CHIMPIPE	23.36
G28575.OUMS-23.1	ARRIBA	0.96
G28575.OUMS-23.1	PIZZLY	0.46
G28575.OUMS-23.1	STAR_FUSION_v1.5_hg19_Apr042019	2.72
G28575.OUMS-23.1	STARCHIP	0.80
G28575.OUMS-23.1	STARSEQR	1.70
G28575.OUMS-23.1	TRINITY_FUSION_C_hg19	63.83
G28575.OUMS-23.1	TRINITY_FUSION_hg19_Apr092019	90.77
G28575.OUMS-23.1	TRINITY_FUSION_D_hg19	88.63
G28575.OUMS-23.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G28610.MHH-ES-1.1	TOPHAT_FUSION	28.54
G28610.MHH-ES-1.1	SOAP_FUSE	22.60
G28610.MHH-ES-1.1	CHIMERASCAN	26.39
G28610.MHH-ES-1.1	PRADA	10.63
G28610.MHH-ES-1.1	DEFUSE	18.52
G28610.MHH-ES-1.1	ERICSCRIPT	8.22
G28610.MHH-ES-1.1	FUSION_CATCHER_V0994e	7.58
G28610.MHH-ES-1.1	MAPSPLICE	24.32
G28610.MHH-ES-1.1	FUSIONHUNTER	15.95
G28610.MHH-ES-1.1	NFUSE	5.72
G28610.MHH-ES-1.1	JAFFA_ASSEMBLY	32.75
G28610.MHH-ES-1.1	JAFFA_HYBRID	53.50
G28610.MHH-ES-1.1	JAFFA_DIRECT	28.81
G28610.MHH-ES-1.1	INFUSION_CF3	57.65
G28610.MHH-ES-1.1	CHIMPIPE	22.21
G28610.MHH-ES-1.1	ARRIBA	0.98
G28610.MHH-ES-1.1	PIZZLY	0.47
G28610.MHH-ES-1.1	STAR_FUSION_v1.5_hg19_Apr042019	2.77
G28610.MHH-ES-1.1	STARCHIP	0.82
G28610.MHH-ES-1.1	STARSEQR	1.82
G28610.MHH-ES-1.1	TRINITY_FUSION_C_hg19	58.30
G28610.MHH-ES-1.1	TRINITY_FUSION_hg19_Apr092019	87.20
G28610.MHH-ES-1.1	TRINITY_FUSION_D_hg19	92.55
G28610.MHH-ES-1.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G30594.UACC-893.1	TOPHAT_FUSION	30.15
G30594.UACC-893.1	SOAP_FUSE	30.80
G30594.UACC-893.1	CHIMERASCAN	24.03
G30594.UACC-893.1	PRADA	10.79
G30594.UACC-893.1	DEFUSE	24.51
G30594.UACC-893.1	ERICSCRIPT	10.98
G30594.UACC-893.1	FUSION_CATCHER_V0994e	7.22
G30594.UACC-893.1	MAPSPLICE	25.28
G30594.UACC-893.1	FUSIONHUNTER	14.11
G30594.UACC-893.1	NFUSE	6.89
G30594.UACC-893.1	JAFFA_ASSEMBLY	19.13
G30594.UACC-893.1	JAFFA_HYBRID	65.69
G30594.UACC-893.1	JAFFA_DIRECT	18.17
G30594.UACC-893.1	INFUSION_CF3	52.27
G30594.UACC-893.1	CHIMPIPE	21.23
G30594.UACC-893.1	ARRIBA	0.92
G30594.UACC-893.1	PIZZLY	0.52
G30594.UACC-893.1	STAR_FUSION_v1.5_hg19_Apr042019	2.56
G30594.UACC-893.1	STARCHIP	0.80
G30594.UACC-893.1	STARSEQR	1.85
G30594.UACC-893.1	TRINITY_FUSION_C_hg19	47.91
G30594.UACC-893.1	TRINITY_FUSION_hg19_Apr092019	69.01
G30594.UACC-893.1	TRINITY_FUSION_D_hg19	94.19
G30594.UACC-893.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.05
G30631.SU-DHL-10.1	TOPHAT_FUSION	39.77
G30631.SU-DHL-10.1	SOAP_FUSE	23.01
G30631.SU-DHL-10.1	CHIMERASCAN	26.23
G30631.SU-DHL-10.1	PRADA	11.45
G30631.SU-DHL-10.1	DEFUSE	14.98
G30631.SU-DHL-10.1	ERICSCRIPT	7.36
G30631.SU-DHL-10.1	FUSION_CATCHER_V0994e	7.48
G30631.SU-DHL-10.1	MAPSPLICE	53.04
G30631.SU-DHL-10.1	FUSIONHUNTER	10.64
G30631.SU-DHL-10.1	NFUSE	6.46
G30631.SU-DHL-10.1	JAFFA_ASSEMBLY	33.37
G30631.SU-DHL-10.1	JAFFA_HYBRID	73.25
G30631.SU-DHL-10.1	JAFFA_DIRECT	19.31
G30631.SU-DHL-10.1	INFUSION_CF3	57.81
G30631.SU-DHL-10.1	CHIMPIPE	21.49
G30631.SU-DHL-10.1	ARRIBA	0.99
G30631.SU-DHL-10.1	PIZZLY	0.50
G30631.SU-DHL-10.1	STAR_FUSION_v1.5_hg19_Apr042019	2.75
G30631.SU-DHL-10.1	STARCHIP	0.86
G30631.SU-DHL-10.1	STARSEQR	1.86
G30631.SU-DHL-10.1	TRINITY_FUSION_C_hg19	43.98
G30631.SU-DHL-10.1	TRINITY_FUSION_hg19_Apr092019	102.46
G30631.SU-DHL-10.1	TRINITY_FUSION_D_hg19	89.30
G30631.SU-DHL-10.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.05
G41663.OVISE.5	TOPHAT_FUSION	26.36
G41663.OVISE.5	SOAP_FUSE	50.38
G41663.OVISE.5	CHIMERASCAN	23.17
G41663.OVISE.5	PRADA	12.37
G41663.OVISE.5	DEFUSE	21.01
G41663.OVISE.5	ERICSCRIPT	8.19
G41663.OVISE.5	FUSION_CATCHER_V0994e	5.76
G41663.OVISE.5	MAPSPLICE	40.58
G41663.OVISE.5	FUSIONHUNTER	8.90
G41663.OVISE.5	NFUSE	9.53
G41663.OVISE.5	JAFFA_ASSEMBLY	6.80
G41663.OVISE.5	JAFFA_HYBRID	97.12
G41663.OVISE.5	JAFFA_DIRECT	18.03
G41663.OVISE.5	INFUSION_CF3	50.17
G41663.OVISE.5	CHIMPIPE	23.34
G41663.OVISE.5	ARRIBA	0.96
G41663.OVISE.5	PIZZLY	0.94
G41663.OVISE.5	STAR_FUSION_v1.5_hg19_Apr042019	2.49
G41663.OVISE.5	STARCHIP	0.79
G41663.OVISE.5	STARSEQR	1.79
G41663.OVISE.5	TRINITY_FUSION_C_hg19	40.15
G41663.OVISE.5	TRINITY_FUSION_hg19_Apr092019	64.83
G41663.OVISE.5	TRINITY_FUSION_D_hg19	95.22
G41663.OVISE.5	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G41682.KYSE-510.5	TOPHAT_FUSION	25.49
G41682.KYSE-510.5	SOAP_FUSE	41.23
G41682.KYSE-510.5	CHIMERASCAN	23.11
G41682.KYSE-510.5	PRADA	15.98
G41682.KYSE-510.5	DEFUSE	18.21
G41682.KYSE-510.5	ERICSCRIPT	9.61
G41682.KYSE-510.5	FUSION_CATCHER_V0994e	7.60
G41682.KYSE-510.5	MAPSPLICE	30.45
G41682.KYSE-510.5	FUSIONHUNTER	8.06
G41682.KYSE-510.5	NFUSE	9.15
G41682.KYSE-510.5	JAFFA_ASSEMBLY	21.47
G41682.KYSE-510.5	JAFFA_HYBRID	37.80
G41682.KYSE-510.5	JAFFA_DIRECT	18.22
G41682.KYSE-510.5	INFUSION_CF3	55.77
G41682.KYSE-510.5	CHIMPIPE	27.73
G41682.KYSE-510.5	ARRIBA	0.95
G41682.KYSE-510.5	PIZZLY	0.56
G41682.KYSE-510.5	STAR_FUSION_v1.5_hg19_Apr042019	2.47
G41682.KYSE-510.5	STARCHIP	0.83
G41682.KYSE-510.5	STARSEQR	2.16
G41682.KYSE-510.5	TRINITY_FUSION_C_hg19	47.76
G41682.KYSE-510.5	TRINITY_FUSION_hg19_Apr092019	63.18
G41682.KYSE-510.5	TRINITY_FUSION_D_hg19	91.20
G41682.KYSE-510.5	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G41706.RT4.5	TOPHAT_FUSION	26.98
G41706.RT4.5	SOAP_FUSE	30.75
G41706.RT4.5	CHIMERASCAN	32.29
G41706.RT4.5	PRADA	15.16
G41706.RT4.5	DEFUSE	21.13
G41706.RT4.5	ERICSCRIPT	7.63
G41706.RT4.5	FUSION_CATCHER_V0994e	7.22
G41706.RT4.5	MAPSPLICE	40.15
G41706.RT4.5	FUSIONHUNTER	9.38
G41706.RT4.5	NFUSE	8.08
G41706.RT4.5	JAFFA_ASSEMBLY	17.11
G41706.RT4.5	JAFFA_HYBRID	47.30
G41706.RT4.5	JAFFA_DIRECT	11.76
G41706.RT4.5	INFUSION_CF3	46.30
G41706.RT4.5	CHIMPIPE	23.19
G41706.RT4.5	ARRIBA	0.93
G41706.RT4.5	PIZZLY	0.52
G41706.RT4.5	STAR_FUSION_v1.5_hg19_Apr042019	2.53
G41706.RT4.5	STARCHIP	0.76
G41706.RT4.5	STARSEQR	1.72
G41706.RT4.5	TRINITY_FUSION_C_hg19	44.10
G41706.RT4.5	TRINITY_FUSION_hg19_Apr092019	91.43
G41706.RT4.5	TRINITY_FUSION_D_hg19	97.89
G41706.RT4.5	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.05
G41709.FaDu.5	TOPHAT_FUSION	26.71
G41709.FaDu.5	SOAP_FUSE	30.13
G41709.FaDu.5	CHIMERASCAN	34.16
G41709.FaDu.5	PRADA	15.79
G41709.FaDu.5	DEFUSE	30.50
G41709.FaDu.5	ERICSCRIPT	9.00
G41709.FaDu.5	FUSION_CATCHER_V0994e	7.21
G41709.FaDu.5	MAPSPLICE	28.32
G41709.FaDu.5	FUSIONHUNTER	10.87
G41709.FaDu.5	NFUSE	9.66
G41709.FaDu.5	JAFFA_ASSEMBLY	17.08
G41709.FaDu.5	JAFFA_HYBRID	70.92
G41709.FaDu.5	JAFFA_DIRECT	12.89
G41709.FaDu.5	INFUSION_CF3	63.70
G41709.FaDu.5	CHIMPIPE	25.49
G41709.FaDu.5	ARRIBA	0.90
G41709.FaDu.5	PIZZLY	0.81
G41709.FaDu.5	STAR_FUSION_v1.5_hg19_Apr042019	2.60
G41709.FaDu.5	STARCHIP	0.81
G41709.FaDu.5	STARSEQR	1.96
G41709.FaDu.5	TRINITY_FUSION_C_hg19	42.90
G41709.FaDu.5	TRINITY_FUSION_hg19_Apr092019	95.56
G41709.FaDu.5	TRINITY_FUSION_D_hg19	94.35
G41709.FaDu.5	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.05
G41710.SNU-16.5	TOPHAT_FUSION	27.70
G41710.SNU-16.5	SOAP_FUSE	31.04
G41710.SNU-16.5	CHIMERASCAN	27.76
G41710.SNU-16.5	PRADA	12.08
G41710.SNU-16.5	DEFUSE	20.46
G41710.SNU-16.5	ERICSCRIPT	8.18
G41710.SNU-16.5	FUSION_CATCHER_V0994e	5.07
G41710.SNU-16.5	MAPSPLICE	28.03
G41710.SNU-16.5	FUSIONHUNTER	10.19
G41710.SNU-16.5	NFUSE	10.21
G41710.SNU-16.5	JAFFA_ASSEMBLY	22.31
G41710.SNU-16.5	JAFFA_HYBRID	70.55
G41710.SNU-16.5	JAFFA_DIRECT	32.61
G41710.SNU-16.5	INFUSION_CF3	60.95
G41710.SNU-16.5	CHIMPIPE	28.89
G41710.SNU-16.5	ARRIBA	0.97
G41710.SNU-16.5	PIZZLY	0.66
G41710.SNU-16.5	STAR_FUSION_v1.5_hg19_Apr042019	2.55
G41710.SNU-16.5	STARCHIP	0.81
G41710.SNU-16.5	STARSEQR	2.18
G41710.SNU-16.5	TRINITY_FUSION_C_hg19	44.12
G41710.SNU-16.5	TRINITY_FUSION_hg19_Apr092019	70.89
G41710.SNU-16.5	TRINITY_FUSION_D_hg19	84.74
G41710.SNU-16.5	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.06
G41724.HGC-27.5	TOPHAT_FUSION	30.24
G41724.HGC-27.5	SOAP_FUSE	29.81
G41724.HGC-27.5	CHIMERASCAN	36.27
G41724.HGC-27.5	PRADA	19.20
G41724.HGC-27.5	DEFUSE	19.40
G41724.HGC-27.5	ERICSCRIPT	7.90
G41724.HGC-27.5	FUSION_CATCHER_V0994e	7.61
G41724.HGC-27.5	MAPSPLICE	35.27
G41724.HGC-27.5	FUSIONHUNTER	15.42
G41724.HGC-27.5	NFUSE	8.29
G41724.HGC-27.5	JAFFA_ASSEMBLY	17.66
G41724.HGC-27.5	JAFFA_HYBRID	86.41
G41724.HGC-27.5	JAFFA_DIRECT	12.04
G41724.HGC-27.5	INFUSION_CF3	56.82
G41724.HGC-27.5	CHIMPIPE	81.29
G41724.HGC-27.5	ARRIBA	0.90
G41724.HGC-27.5	PIZZLY	0.61
G41724.HGC-27.5	STAR_FUSION_v1.5_hg19_Apr042019	2.41
G41724.HGC-27.5	STARCHIP	0.92
G41724.HGC-27.5	STARSEQR	1.84
G41724.HGC-27.5	TRINITY_FUSION_C_hg19	50.37
G41724.HGC-27.5	TRINITY_FUSION_hg19_Apr092019	54.39
G41724.HGC-27.5	TRINITY_FUSION_D_hg19	90.44
G41724.HGC-27.5	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.05
BT474	TOPHAT_FUSION	70.16
BT474	SOAP_FUSE	6.88
BT474	CHIMERASCAN	21.32
BT474	PRADA	8.72
BT474	DEFUSE	14.87
BT474	ERICSCRIPT	7.43
BT474	FUSION_CATCHER_V0994e	4.02
BT474	MAPSPLICE	15.10
BT474	FUSIONHUNTER	10.16
BT474	NFUSE	5.67
BT474	JAFFA_ASSEMBLY	8.36
BT474	JAFFA_HYBRID	14.10
BT474	JAFFA_DIRECT	1.76
BT474	INFUSION_CF3	57.49
BT474	CHIMPIPE	17.03
BT474	ARRIBA	0.48
BT474	PIZZLY	0.61
BT474	STAR_FUSION_v1.5_hg19_Apr042019	1.23
BT474	STARCHIP	0.43
BT474	STARSEQR	1.60
BT474	TRINITY_FUSION_C_hg19	9.73
BT474	TRINITY_FUSION_hg19_Apr092019	11.25
BT474	TRINITY_FUSION_D_hg19	39.55
BT474	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.13
KPL4	TOPHAT_FUSION	8.74
KPL4	SOAP_FUSE	2.45
KPL4	CHIMERASCAN	6.60
KPL4	PRADA	4.20
KPL4	DEFUSE	4.28
KPL4	ERICSCRIPT	1.34
KPL4	FUSION_CATCHER_V0994e	2.21
KPL4	MAPSPLICE	4.12
KPL4	FUSIONHUNTER	3.54
KPL4	NFUSE	1.78
KPL4	JAFFA_ASSEMBLY	2.94
KPL4	JAFFA_HYBRID	2.35
KPL4	JAFFA_DIRECT	0.70
KPL4	INFUSION_CF3	18.03
KPL4	CHIMPIPE	4.71
KPL4	ARRIBA	0.17
KPL4	PIZZLY	0.27
KPL4	STAR_FUSION_v1.5_hg19_Apr042019	0.35
KPL4	STARCHIP	0.14
KPL4	STARSEQR	0.47
KPL4	TRINITY_FUSION_C_hg19	2.13
KPL4	TRINITY_FUSION_hg19_Apr092019	3.28
KPL4	TRINITY_FUSION_D_hg19	21.41
KPL4	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
MCF7	TOPHAT_FUSION	14.78
MCF7	SOAP_FUSE	4.84
MCF7	CHIMERASCAN	9.66
MCF7	PRADA	4.22
MCF7	DEFUSE	4.76
MCF7	ERICSCRIPT	1.68
MCF7	FUSION_CATCHER_V0994e	1.85
MCF7	MAPSPLICE	11.87
MCF7	FUSIONHUNTER	3.84
MCF7	NFUSE	2.19
MCF7	JAFFA_ASSEMBLY	3.35
MCF7	JAFFA_HYBRID	3.81
MCF7	JAFFA_DIRECT	1.67
MCF7	INFUSION_CF3	26.11
MCF7	CHIMPIPE	11.75
MCF7	ARRIBA	0.20
MCF7	PIZZLY	0.23
MCF7	STAR_FUSION_v1.5_hg19_Apr042019	0.46
MCF7	STARCHIP	0.18
MCF7	STARSEQR	0.60
MCF7	TRINITY_FUSION_C_hg19	2.70
MCF7	TRINITY_FUSION_hg19_Apr092019	4.49
MCF7	TRINITY_FUSION_D_hg19	24.08
MCF7	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
SKBR3	TOPHAT_FUSION	44.04
SKBR3	SOAP_FUSE	8.96
SKBR3	CHIMERASCAN	19.80
SKBR3	PRADA	11.51
SKBR3	DEFUSE	14.06
SKBR3	ERICSCRIPT	3.92
SKBR3	FUSION_CATCHER_V0994e	3.67
SKBR3	MAPSPLICE	12.66
SKBR3	FUSIONHUNTER	8.63
SKBR3	NFUSE	5.06
SKBR3	JAFFA_ASSEMBLY	8.39
SKBR3	JAFFA_HYBRID	11.99
SKBR3	JAFFA_DIRECT	1.45
SKBR3	INFUSION_CF3	49.59
SKBR3	CHIMPIPE	16.83
SKBR3	ARRIBA	0.41
SKBR3	PIZZLY	0.50
SKBR3	STAR_FUSION_v1.5_hg19_Apr042019	0.90
SKBR3	STARCHIP	0.36
SKBR3	STARSEQR	1.41
SKBR3	TRINITY_FUSION_C_hg19	8.98
SKBR3	TRINITY_FUSION_hg19_Apr092019	13.52
SKBR3	TRINITY_FUSION_D_hg19	27.01
SKBR3	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.09
H2228	TOPHAT_FUSION	32.72
H2228	SOAP_FUSE	25.39
H2228	CHIMERASCAN	20.85
H2228	PRADA	12.14
H2228	DEFUSE	14.84
H2228	ERICSCRIPT	6.54
H2228	FUSION_CATCHER_V0994e	8.68
H2228	MAPSPLICE	23.06
H2228	FUSIONHUNTER	7.30
H2228	NFUSE	7.90
H2228	JAFFA_ASSEMBLY	21.92
H2228	JAFFA_HYBRID	58.47
H2228	JAFFA_DIRECT	11.20
H2228	INFUSION_CF3	52.40
H2228	CHIMPIPE	25.67
H2228	ARRIBA	0.87
H2228	PIZZLY	0.45
H2228	STAR_FUSION_v1.5_hg19_Apr042019	2.55
H2228	STARCHIP	0.77
H2228	STARSEQR	1.64
H2228	TRINITY_FUSION_C_hg19	47.55
H2228	TRINITY_FUSION_hg19_Apr092019	64.24
H2228	TRINITY_FUSION_D_hg19	99.53
H2228	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.04
K562	TOPHAT_FUSION	54.72
K562	SOAP_FUSE	17.40
K562	CHIMERASCAN	42.59
K562	PRADA	10.52
K562	DEFUSE	16.24
K562	ERICSCRIPT	5.92
K562	FUSION_CATCHER_V0994e	6.12
K562	MAPSPLICE	28.00
K562	FUSIONHUNTER	16.96
K562	NFUSE	5.17
K562	JAFFA_ASSEMBLY	16.26
K562	JAFFA_HYBRID	23.70
K562	JAFFA_DIRECT	10.68
K562	INFUSION_CF3	76.76
K562	CHIMPIPE	19.08
K562	ARRIBA	0.76
K562	PIZZLY	0.91
K562	STAR_FUSION_v1.5_hg19_Apr042019	1.82
K562	STARCHIP	0.79
K562	STARSEQR	2.28
K562	TRINITY_FUSION_C_hg19	25.54
K562	TRINITY_FUSION_hg19_Apr092019	46.08
K562	TRINITY_FUSION_D_hg19	79.75
K562	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.06
LC2Ad	TOPHAT_FUSION	30.31
LC2Ad	SOAP_FUSE	34.36
LC2Ad	CHIMERASCAN	18.28
LC2Ad	PRADA	10.30
LC2Ad	DEFUSE	15.44
LC2Ad	ERICSCRIPT	9.63
LC2Ad	FUSION_CATCHER_V0994e	4.56
LC2Ad	MAPSPLICE	26.32
LC2Ad	FUSIONHUNTER	7.22
LC2Ad	NFUSE	5.96
LC2Ad	JAFFA_ASSEMBLY	16.32
LC2Ad	JAFFA_HYBRID	105.65
LC2Ad	JAFFA_DIRECT	14.89
LC2Ad	INFUSION_CF3	50.10
LC2Ad	CHIMPIPE	22.56
LC2Ad	ARRIBA	0.87
LC2Ad	PIZZLY	0.69
LC2Ad	STAR_FUSION_v1.5_hg19_Apr042019	2.53
LC2Ad	STARCHIP	0.73
LC2Ad	STARSEQR	1.70
LC2Ad	TRINITY_FUSION_C_hg19	53.33
LC2Ad	TRINITY_FUSION_hg19_Apr092019	66.17
LC2Ad	TRINITY_FUSION_D_hg19	108.57
LC2Ad	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.04
VCaP_85	TOPHAT_FUSION	39.84
VCaP_85	SOAP_FUSE	23.70
VCaP_85	CHIMERASCAN	48.42
VCaP_85	PRADA	17.85
VCaP_85	DEFUSE	28.88
VCaP_85	ERICSCRIPT	6.61
VCaP_85	FUSION_CATCHER_V0994e	5.39
VCaP_85	MAPSPLICE	35.14
VCaP_85	FUSIONHUNTER	11.60
VCaP_85	NFUSE	10.06
VCaP_85	JAFFA_ASSEMBLY	15.56
VCaP_85	JAFFA_HYBRID	54.82
VCaP_85	JAFFA_DIRECT	10.78
VCaP_85	INFUSION_CF3	58.05
VCaP_85	CHIMPIPE	22.21
VCaP_85	ARRIBA	0.92
VCaP_85	PIZZLY	0.34
VCaP_85	STAR_FUSION_v1.5_hg19_Apr042019	2.83
VCaP_85	STARCHIP	0.77
VCaP_85	STARSEQR	1.52
VCaP_85	TRINITY_FUSION_C_hg19	29.41
VCaP_85	TRINITY_FUSION_hg19_Apr092019	43.64
VCaP_85	TRINITY_FUSION_D_hg19	89.64
VCaP_85	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
